Generation,Experiment,BoxID,Date_P,Original_environment,Population,Line,Column,Test_environment,Nb_eggs,Date_C_O,Obs_O
G0,Plasticity,909,17/09/2018,WT3,WT3,2,1,Raspberry,19,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,2,2,Kiwi,2,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,2,3,Blackcurrant,72,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,2,4,Rosehips,10,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,3,1,Cherry,72,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,3,2,Grape,76,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,3,3,Strawberry,20,19/12/2018,LO
G0,Plasticity,909,17/09/2018,WT3,WT3,3,4,Apricot,25,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,1,1,Apricot,0,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,1,2,Rosehips,0,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,1,3,Tomato,12,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,1,4,Cherry,0,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,2,1,Cranberry,1,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,2,2,Raspberry,4,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,2,3,Blackberry,7,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,2,4,Grape,0,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,3,1,Blackcurrant,73,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,3,2,Kiwi,0,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,3,3,Strawberry,0,19/12/2018,LO
G0,Plasticity,896,17/09/2018,WT3,WT3,3,4,Fig,0,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,1,1,Cranberry,1,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,1,2,Cherry,83,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,1,3,Blackberry,28,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,1,4,Grape,19,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,2,1,Rosehips,0,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,2,2,Raspberry,0,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,2,3,Tomato,3,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,2,4,Kiwi,9,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,3,1,Fig,3,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,3,2,Apricot,10,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,3,3,Strawberry,6,19/12/2018,LO
G0,Plasticity,898,17/09/2018,WT3,WT3,3,4,Blackcurrant,77,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,1,1,Tomato,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,1,2,Blackberry,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,1,3,Fig,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,1,4,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,2,1,Cranberry,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,2,2,Kiwi,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,2,3,Grape,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,2,4,Strawberry,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,3,1,Raspberry,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,3,2,Apricot,5,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,3,3,Rosehips,0,19/12/2018,LO
G0,Plasticity,900,17/09/2018,WT3,WT3,3,4,Cherry,14,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,1,1,Strawberry,0,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,1,2,Fig,23,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,1,3,Apricot,1,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,1,4,Rosehips,0,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,2,1,Kiwi,1,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,2,2,Blackcurrant,16,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,2,3,Blackberry,1,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,2,4,Cherry,34,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,3,1,Grape,20,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,3,2,Cranberry,3,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,3,3,Tomato,1,19/12/2018,LO
G0,Plasticity,981,26/09/2018,WT3,WT3,3,4,Raspberry,10,19/12/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,1,1,Grape,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,1,2,Blackberry,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,1,3,Cherry,16,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,1,4,Strawberry,12,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,2,1,Fig,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,2,2,Rosehips,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,2,3,Blackcurrant,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,2,4,Cranberry,1,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,3,1,Tomato,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,3,2,Raspberry,0,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,3,3,Apricot,18,29/11/2018,LO
G2,Adaptation,999,14/11/2018,Blackberry,Blackberry45,3,4,Kiwi,0,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,1,1,Grape,60,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,1,2,Blackcurrant,65,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,1,3,Cranberry,20,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,1,4,Rosehips,7,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,2,1,Raspberry,4,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,2,2,Cherry,18,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,2,3,Blackberry,34,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,2,4,Kiwi,9,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,3,1,Strawberry,18,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,3,2,Tomato,0,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,3,3,Fig,29,29/11/2018,LO
G2,Adaptation,1001,14/11/2018,Blackberry,Blackberry31,3,4,Apricot,7,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,1,1,Cranberry,28,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,1,2,Blackberry,128,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,1,3,Fig,9,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,1,4,Kiwi,24,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,2,1,Rosehips,5,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,2,2,Blackcurrant,35,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,2,3,Cherry,31,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,2,4,Apricot,30,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,3,1,Raspberry,11,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,3,2,Tomato,11,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,3,3,Grape,45,29/11/2018,LO
G2,Adaptation,1002,14/11/2018,Blackberry,Blackberry31,3,4,Strawberry,34,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,1,1,Strawberry,0,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,1,2,Rosehips,0,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,1,3,Cherry,0,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,1,4,Tomato,30,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,2,1,Raspberry,0,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,2,2,Blackberry,32,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,2,3,Grape,1,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,2,4,Blackcurrant,2,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,3,1,Cranberry,0,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,3,2,Apricot,0,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,3,3,Kiwi,20,29/11/2018,LO
G2,Adaptation,1003,14/11/2018,Blackberry,Blackberry31,3,4,Fig,8,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,1,1,Cranberry,3,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,1,2,Strawberry,0,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,1,3,Apricot,2,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,1,4,Tomato,0,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,2,1,Fig,3,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,2,2,Rosehips,0,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,2,3,Grape,11,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,2,4,Raspberry,12,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,3,1,Kiwi,12,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,3,2,Cherry,19,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,3,3,Blackberry,2,29/11/2018,LO
G2,Adaptation,1004,14/11/2018,Blackberry,Blackberry39,3,4,Blackcurrant,2,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,1,1,Blackberry,30,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,1,2,Apricot,1,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,1,3,Rosehips,0,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,1,4,Strawberry,1,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,2,1,Tomato,12,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,2,2,Cranberry,0,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,2,3,Blackcurrant,5,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,2,4,Grape,5,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,3,1,Cherry,31,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,3,2,Raspberry,6,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,3,3,Fig,10,29/11/2018,LO
G2,Adaptation,1005,14/11/2018,Blackberry,Blackberry31,3,4,Kiwi,28,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,1,1,Strawberry,30,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,1,2,Raspberry,37,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,1,3,Rosehips,13,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,1,4,Cranberry,12,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,2,1,Blackberry,17,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,2,2,Cherry,9,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,2,3,Apricot,0,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,2,4,Grape,5,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,3,1,Fig,54,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,3,2,Blackcurrant,28,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,3,3,Tomato,3,29/11/2018,LO
G2,Adaptation,1006,14/11/2018,Blackberry,Blackberry31,3,4,Kiwi,0,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,1,1,Kiwi,1,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,1,2,Grape,9,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,1,3,Blackcurrant,43,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,1,4,Rosehips,14,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,2,1,Tomato,0,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,2,2,Blackberry,3,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,2,3,Raspberry,3,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,2,4,Apricot,3,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,3,1,Fig,2,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,3,2,Cherry,17,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,3,3,Strawberry,9,29/11/2018,LO
G2,Adaptation,1008,14/11/2018,Blackberry,Blackberry31,3,4,Cranberry,6,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,1,1,Raspberry,18,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,1,2,Strawberry,6,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,1,3,Apricot,5,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,1,4,Fig,11,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,2,1,Blackberry,6,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,2,2,Tomato,8,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,2,3,Kiwi,16,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,2,4,Cranberry,21,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,3,1,Grape,19,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,3,2,Rosehips,21,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,3,3,Cherry,76,29/11/2018,LO
G2,Adaptation,1009,14/11/2018,Blackberry,Blackberry31,3,4,Blackcurrant,90,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,1,1,Fig,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,1,2,Rosehips,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,1,3,Cranberry,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,1,4,Raspberry,11,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,2,1,Strawberry,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,2,2,Grape,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,2,3,Cherry,12,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,2,4,Kiwi,14,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,3,1,Tomato,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,3,2,Apricot,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,3,3,Blackcurrant,0,29/11/2018,LO
G2,Adaptation,1010,14/11/2018,Blackberry,Blackberry31,3,4,Blackberry,0,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,1,1,Raspberry,42,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,1,2,Rosehips,10,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,1,3,Grape,28,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,1,4,Cranberry,1,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,2,1,Tomato,9,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,2,2,Fig,0,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,2,3,Blackcurrant,3,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,2,4,Strawberry,9,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,3,1,Apricot,4,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,3,2,Kiwi,5,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,3,3,Blackberry,8,29/11/2018,LO
G2,Adaptation,1011,14/11/2018,Blackberry,Blackberry39,3,4,Cherry,41,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,1,1,Strawberry,19,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,1,2,Cherry,53,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,1,3,Fig,9,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,1,4,Cranberry,4,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,2,1,Rosehips,20,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,2,2,Blackberry,13,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,2,3,Grape,24,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,2,4,Blackcurrant,60,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,3,1,Kiwi,27,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,3,2,Tomato,4,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,3,3,Apricot,14,29/11/2018,LO
G2,Adaptation,1012,14/11/2018,Blackberry,Blackberry39,3,4,Raspberry,26,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,1,1,Raspberry,0,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,1,2,Blackcurrant,19,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,1,3,Grape,68,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,1,4,Tomato,59,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,2,1,Blackberry,2,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,2,2,Apricot,0,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,2,3,Fig,13,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,2,4,Rosehips,4,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,3,1,Cherry,20,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,3,2,Kiwi,10,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,3,3,Cranberry,1,29/11/2018,LO
G2,Adaptation,1013,14/11/2018,Blackberry,Blackberry39,3,4,Strawberry,0,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,1,1,Apricot,3,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,1,2,Rosehips,1,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,1,3,Strawberry,1,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,1,4,Kiwi,8,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,2,1,Cranberry,0,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,2,2,Cherry,34,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,2,3,Grape,47,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,2,4,Raspberry,0,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,3,1,Tomato,41,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,3,2,Fig,78,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,3,3,Blackberry,58,29/11/2018,LO
G2,Adaptation,1014,14/11/2018,Blackberry,Blackberry39,3,4,Blackcurrant,9,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,1,1,Blackcurrant,4,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,1,2,Blackberry,39,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,1,3,Cranberry,0,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,1,4,Strawberry,0,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,2,1,Raspberry,4,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,2,2,Kiwi,4,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,2,3,Tomato,1,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,2,4,Cherry,1,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,3,1,Rosehips,0,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,3,2,Apricot,0,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,3,3,Fig,17,29/11/2018,LO
G2,Adaptation,1015,14/11/2018,Blackberry,Blackberry32,3,4,Grape,15,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,1,1,Blackcurrant,5,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,1,2,Blackberry,2,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,1,3,Strawberry,5,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,1,4,Raspberry,1,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,2,1,Rosehips,1,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,2,2,Fig,3,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,2,3,Cranberry,39,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,2,4,Apricot,2,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,3,1,Cherry,6,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,3,2,Kiwi,21,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,3,3,Grape,27,29/11/2018,LO
G2,Adaptation,1016,14/11/2018,Blackberry,Blackberry32,3,4,Tomato,24,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,1,1,Blackcurrant,27,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,1,2,Strawberry,0,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,1,3,Grape,39,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,1,4,Fig,6,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,2,1,Rosehips,7,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,2,2,Blackberry,0,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,2,3,Cranberry,0,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,2,4,Tomato,11,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,3,1,Apricot,4,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,3,2,Raspberry,24,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,3,3,Kiwi,15,29/11/2018,LO
G2,Adaptation,1017,14/11/2018,Blackberry,Blackberry32,3,4,Cherry,23,29/11/2018,LO
G2,Adaptation,1018,14/11/2018,Blackberry,Blackberry32,1,1,Raspberry,2,29/11/2018,LO
G2,Adaptation,1018,14/11/2018,Blackberry,Blackberry32,1,2,Cherry,0,29/11/2018,LO
G2,Adaptation,1018,14/11/2018,Blackberry,Blackberry32,1,3,Tomato,1,29/11/2018,LO
G2,Adaptation,1018,14/11/2018,Blackberry,Blackberry32,1,4,Fig,36,29/11/2018,LO
G2,Adaptation,1018,14/11/2018,Blackberry,Blackberry32,2,1,Rosehips,1,29/11/2018,LO
G2,Adaptation,1018,14/11/2018,Blackberry,Blackberry32,2,2,Cranberry,0,29/11/2018,LO
