Generation,Experiment,Original_environment,Population,Date_P,Date_C_O,Date_C_A,Row,Column,Rack,Test_environment,Nb_eggs,Obs_O,Nb_adults,Obs_A
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C3,1,Blackberry,92,LO,33,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C4,1,Cherry,188,LO,17,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C5,1,Strawberry,89,LO,15,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C1,1,GF,93,LO,0,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C2,1,Grape,164,LO,0,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C3,1,Blackberry,150,LO,39,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C4,1,Cherry,119,LO,56,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C5,1,Strawberry,164,LO,2,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C1,1,GF,83,LO,8,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C2,1,Grape,82,LO,14,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C3,1,Blackberry,56,LO,4,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C4,1,Cherry,147,LO,13,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C5,1,Strawberry,109,LO,0,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C1,1,GF,46,LO,9,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C2,1,Grape,88,LO,0,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C3,1,Blackberry,126,LO,13,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C4,1,Cherry,109,LO,10,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C5,1,Strawberry,106,LO,2,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L8,C1,1,GF,69,LO,6,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L8,C2,1,Grape,64,LO,14,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L8,C3,1,Blackberry,91,LO,20,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L8,C4,1,Cherry,211,LO,32,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L8,C5,1,Strawberry,94,LO,0,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L9,C2,1,Grape,115,LO,11,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L9,C5,1,Strawberry,71,LO,3,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L1,C1,1,Cherry,62,LO,18,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L1,C2,1,GF,104,LO,3,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L1,C3,1,Strawberry,48,LO,1,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L1,C4,1,Blackberry,75,LO,3,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L1,C5,1,Grape,116,LO,17,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L2,C1,1,Cherry,86,LO,35,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L2,C2,1,GF,68,LO,1,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L2,C3,1,Strawberry,94,LO,8,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L2,C4,1,Blackberry,107,LO,10,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L2,C5,1,Grape,118,LO,4,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L3,C1,1,Cherry,107,LO,4,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L3,C2,1,GF,66,LO,0,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L3,C3,1,Strawberry,60,LO,9,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L3,C4,1,Blackberry,78,LO,5,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L3,C5,1,Grape,72,LO,1,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C1,1,Cherry,103,LO,32,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C2,1,GF,114,LO,1,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C3,1,Strawberry,113,LO,1,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C4,1,Blackberry,100,LO,15,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L4,C5,1,Grape,83,LO,18,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C1,1,Cherry,108,LO,33,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C2,1,GF,60,LO,13,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C3,1,Strawberry,100,LO,9,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C4,1,Blackberry,107,LO,9,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L5,C5,1,Grape,161,LO,11,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C1,1,Cherry,104,LO,35,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C2,1,GF,52,LO,3,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C3,1,Strawberry,72,LO,1,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C4,1,Blackberry,87,LO,15,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L6,C5,1,Grape,164,LO,13,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C1,1,Cherry,128,LO,19,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C2,1,GF,96,LO,8,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C3,1,Strawberry,128,LO,9,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C4,1,Blackberry,97,LO,14,LO
G2,Adaptation,Blackberry,Blackberry35,15/11/2018,16/11/2018,1/12/18,L7,C5,1,Grape,176,LO,10,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L1,C1,1,GF,201,LO,34,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L1,C2,1,Cherry,189,LO,25,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L1,C3,1,Strawberry,93,LO,14,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L1,C4,1,Blackberry,116,LO,48,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L1,C5,1,Grape,100,LO,6,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L2,C1,1,GF,102,LO,25,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L2,C2,1,Cherry,150,LO,16,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L2,C3,1,Strawberry,89,LO,10,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L2,C4,1,Blackberry,116,LO,40,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L2,C5,1,Grape,180,LO,11,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L3,C1,1,GF,142,LO,44,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L3,C2,1,Cherry,173,LO,21,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L3,C3,1,Strawberry,144,LO,11,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L3,C4,1,Blackberry,141,LO,43,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L3,C5,1,Grape,140,LO,10,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L4,C1,1,GF,142,LO,14,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L4,C2,1,Cherry,161,LO,22,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L4,C3,1,Strawberry,135,LO,34,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L4,C4,1,Blackberry,105,LO,23,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L4,C5,1,Grape,171,LO,6,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L5,C1,1,GF,120,LO,23,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L5,C2,1,Cherry,139,LO,40,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L5,C3,1,Strawberry,135,LO,26,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L5,C4,1,Blackberry,84,LO,23,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L5,C5,1,Grape,81,LO,18,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L6,C1,1,GF,82,LO,37,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L6,C2,1,Cherry,170,LO,22,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L6,C3,1,Strawberry,135,LO,19,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L6,C4,1,Blackberry,103,LO,54,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L6,C5,1,Grape,129,LO,12,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L7,C1,1,GF,112,LO,37,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L7,C2,1,Cherry,168,LO,41,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L7,C3,1,Strawberry,149,LO,39,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L7,C4,1,Blackberry,137,LO,79,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L7,C5,1,Grape,201,LO,11,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L8,C1,1,GF,130,LO,24,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L8,C2,1,Cherry,128,LO,31,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L8,C3,1,Strawberry,178,LO,23,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L8,C4,1,Blackberry,217,LO,79,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L8,C5,1,Grape,165,LO,22,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L9,C1,1,GF,145,LO,22,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L9,C2,1,Cherry,132,LO,12,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L9,C3,1,Strawberry,131,LO,37,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L9,C4,1,Blackberry,140,LO,51,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L9,C5,1,Grape,87,LO,10,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L10,C1,1,GF,124,LO,32,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L10,C2,1,Cherry,147,LO,43,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L10,C3,1,Strawberry,108,LO,43,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L10,C4,1,Blackberry,133,LO,49,LO
G2,Adaptation,Blackberry,Blackberry44,26/11/2018,27/11/2018,12/12/18,L10,C5,1,Grape,152,LO,15,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L1,C1,1,Cherry,79,LO,19,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L1,C2,1,GF,35,LO,0,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L1,C3,1,Blackberry,81,LO,45,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L1,C4,1,Grape,104,LO,7,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L1,C5,1,Strawberry,95,LO,11,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L2,C1,1,Cherry,107,LO,17,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L2,C2,1,GF,89,LO,21,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L2,C3,1,Blackberry,49,LO,10,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L2,C4,1,Grape,61,LO,11,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L2,C5,1,Strawberry,72,LO,9,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L3,C1,1,Cherry,118,LO,18,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L3,C2,1,GF,80,LO,17,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L3,C3,1,Blackberry,78,LO,80,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L3,C4,1,Grape,88,LO,2,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L3,C5,1,Strawberry,92,LO,15,LO
G2,Adaptation,Blackberry,Blackberry43,26/11/2018,27/11/2018,12/12/18,L4,C1,1,Cherry,56,LO,1,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L1,C1,1,Cherry,135,LO,3,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L1,C2,1,GF,133,LO,0,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L1,C3,1,Blackberry,149,LO,13,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L1,C4,1,Strawberry,143,LO,1,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L1,C5,1,Grape,103,LO,1,LO
G2,Adaptation,WT3,WT3,19/11/2018,20/11/2018,5/12/18,L1,C8,1,Cherry,108,LO,12,LO
G2,Adaptation,WT3,WT3,19/11/2018,20/11/2018,5/12/18,L1,C9,1,Blackberry,137,LO,68,LO
G2,Adaptation,WT3,WT3,19/11/2018,20/11/2018,5/12/18,L1,C10,1,Grape,119,LO,34,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L2,C1,1,Cherry,147,LO,11,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L2,C2,1,GF,122,LO,0,LO
G2,Adaptation,Blackberry,Blackberry38,19/11/2018,20/11/2018,5/12/18,L2,C3,1,Blackberry,102,LO,18,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C1,1,Grape,103,LO,18,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C2,1,Cherry,174,LO,38,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C3,1,GF,109,LO,28,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C4,1,Blackberry,94,LO,28,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C5,1,Strawberry,88,LO,26,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C6,1,GF,115,LO,9,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C7,1,Strawberry,56,LO,13,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C8,1,Cherry,174,LO,33,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C9,1,Grape,156,LO,8,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L1,C10,1,Blackberry,157,LO,56,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C1,1,Grape,90,LO,18,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C2,1,Cherry,164,LO,44,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C3,1,GF,119,LO,5,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C4,1,Blackberry,156,LO,39,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C5,1,Strawberry,106,LO,28,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C6,1,GF,81,LO,17,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C7,1,Strawberry,114,LO,24,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C8,1,Cherry,168,LO,32,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C9,1,Grape,197,LO,17,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L2,C10,1,Blackberry,112,LO,5,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C1,1,Grape,190,LO,10,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C2,1,Cherry,134,LO,27,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C3,1,GF,96,LO,2,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C4,1,Blackberry,112,LO,34,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C5,1,Strawberry,122,LO,40,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C6,1,GF,103,LO,16,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C7,1,Strawberry,85,LO,6,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C8,1,Cherry,140,LO,35,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C9,1,Grape,157,LO,12,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L3,C10,1,Blackberry,132,LO,21,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C1,1,Grape,145,LO,15,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C2,1,Cherry,112,LO,18,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C3,1,GF,96,LO,2,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C4,1,Blackberry,113,LO,26,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C5,1,Strawberry,86,LO,11,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C6,1,GF,109,LO,11,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C7,1,Strawberry,86,LO,19,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C8,1,Cherry,136,LO,33,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C9,1,Grape,185,LO,8,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L4,C10,1,Blackberry,131,LO,46,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C1,1,Grape,107,LO,13,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C4,1,Blackberry,49,LO,42,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C5,1,Strawberry,99,LO,5,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C6,1,GF,112,LO,18,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C7,1,Strawberry,75,LO,13,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C8,1,Cherry,72,LO,22,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C9,1,Grape,122,LO,4,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L5,C10,1,Blackberry,150,LO,23,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L6,C6,1,GF,138,LO,12,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L6,C7,1,Strawberry,124,LO,17,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L6,C8,1,Cherry,135,LO,33,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L6,C9,1,Grape,153,LO,9,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L6,C10,1,Blackberry,141,LO,40,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L7,C6,1,GF,82,LO,3,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L7,C7,1,Strawberry,107,LO,11,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L7,C8,1,Cherry,129,LO,34,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L7,C9,1,Grape,144,LO,27,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L7,C10,1,Blackberry,182,LO,45,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L8,C6,1,GF,62,LO,2,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L8,C7,1,Strawberry,82,LO,9,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L8,C8,1,Cherry,156,LO,40,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L8,C9,1,Grape,194,LO,25,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L8,C10,1,Blackberry,179,LO,12,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L9,C6,1,GF,105,LO,11,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L9,C7,1,Strawberry,81,LO,11,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L9,C8,1,Cherry,136,LO,55,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L9,C9,1,Grape,115,LO,7,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L9,C10,1,Blackberry,92,LO,31,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L10,C6,1,GF,53,LO,1,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L10,C7,1,Strawberry,124,LO,17,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L10,C8,1,Cherry,148,LO,32,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L10,C9,1,Grape,138,LO,14,LO
G2,Adaptation,Blackberry,Blackberry33,14/11/2018,15/11/2018,30/11/2018,L10,C10,1,Blackberry,77,LO,14,LO
G2,Adaptation,Blackberry,Blackberry32,14/11/2018,15/11/2018,30/11/2018,L1,C1,2,Blackberry,132,LO,3,LO
G2,Adaptation,Blackberry,Blackberry32,14/11/2018,15/11/2018,30/11/2018,L1,C2,2,Grape,227,LO,4,LO
G2,Adaptation,Blackberry,Blackberry32,14/11/2018,15/11/2018,30/11/2018,L1,C3,2,Strawberry,69,LO,0,LO
